Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2 ,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2 ,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
25.450,42.150,0.460,0.210,0.066,0.045,1.129,0.497,0.153,0.104,0.274,0.125,0.044,0.031
25.450,42.250,0.440,0.200,0.063,0.042,1.080,0.472,0.146,0.098,0.259,0.118,0.040,0.028
25.450,42.350,0.403,0.183,0.058,0.040,0.987,0.434,0.134,0.090,0.243,0.111,0.038,0.027
25.550,37.650,0.446,0.223,0.086,0.063,1.036,0.503,0.190,0.142,0.286,0.147,0.059,0.044
25.550,37.750,0.441,0.220,0.085,0.063,1.032,0.500,0.190,0.142,0.288,0.148,0.060,0.045
25.550,37.850,0.464,0.230,0.088,0.065,1.105,0.532,0.201,0.148,0.302,0.152,0.062,0.046
25.550,37.950,0.541,0.267,0.099,0.072,1.294,0.620,0.224,0.162,0.335,0.163,0.065,0.049
25.550,38.050,0.620,0.312,0.113,0.081,1.502,0.729,0.257,0.183,0.370,0.177,0.069,0.052
25.550,38.150,0.659,0.337,0.123,0.088,1.600,0.794,0.287,0.206,0.389,0.186,0.073,0.055
25.550,38.250,0.681,0.352,0.133,0.095,1.659,0.833,0.307,0.220,0.403,0.194,0.076,0.057
25.550,38.350,0.706,0.369,0.141,0.102,1.726,0.874,0.324,0.233,0.418,0.203,0.079,0.058
25.550,38.450,0.744,0.386,0.146,0.105,1.814,0.913,0.335,0.241,0.448,0.214,0.081,0.060
25.550,38.550,0.691,0.372,0.147,0.107,1.710,0.891,0.341,0.247,0.417,0.211,0.083,0.061
25.550,38.650,0.781,0.400,0.150,0.109,1.903,0.952,0.350,0.253,0.472,0.224,0.084,0.062
25.550,38.750,0.717,0.384,0.151,0.110,1.776,0.921,0.352,0.256,0.436,0.217,0.085,0.062
25.550,38.850,0.656,0.357,0.148,0.109,1.636,0.864,0.346,0.255,0.403,0.207,0.084,0.063
25.550,38.950,0.645,0.350,0.147,0.109,1.606,0.847,0.342,0.253,0.396,0.204,0.084,0.063
25.550,39.050,0.643,0.350,0.147,0.108,1.598,0.845,0.341,0.251,0.398,0.206,0.085,0.064
25.550,39.150,0.668,0.364,0.149,0.108,1.663,0.878,0.344,0.250,0.418,0.216,0.087,0.064
25.550,39.250,0.720,0.390,0.150,0.107,1.794,0.934,0.346,0.247,0.455,0.231,0.089,0.065
25.550,39.350,0.678,0.369,0.146,0.105,1.689,0.888,0.336,0.241,0.430,0.223,0.089,0.065
25.550,39.450,0.619,0.332,0.135,0.099,1.531,0.801,0.313,0.227,0.392,0.208,0.086,0.064
25.550,39.550,0.570,0.301,0.122,0.090,1.403,0.722,0.288,0.211,0.370,0.199,0.084,0.062
25.550,39.650,0.526,0.278,0.115,0.085,1.294,0.665,0.270,0.202,0.353,0.193,0.083,0.062
25.550,39.750,0.511,0.274,0.116,0.086,1.256,0.654,0.272,0.204,0.349,0.194,0.084,0.063
25.550,39.850,0.530,0.288,0.124,0.092,1.300,0.687,0.290,0.214,0.366,0.205,0.088,0.065
25.550,39.950,0.566,0.317,0.140,0.104,1.397,0.763,0.321,0.235,0.403,0.223,0.095,0.070
25.550,40.050,0.645,0.376,0.166,0.121,1.615,0.907,0.391,0.286,0.468,0.260,0.107,0.076
25.550,40.150,0.899,0.527,0.223,0.158,2.256,1.273,0.518,0.365,0.619,0.339,0.127,0.086
25.550,40.250,1.124,0.666,0.295,0.190,2.855,1.614,0.678,0.435,0.782,0.427,0.157,0.096
25.550,40.350,1.121,0.667,0.296,0.191,2.860,1.624,0.682,0.437,0.789,0.431,0.158,0.095
25.550,40.450,0.882,0.529,0.231,0.164,2.257,1.296,0.547,0.385,0.632,0.348,0.129,0.086
25.550,40.550,0.865,0.477,0.198,0.137,2.180,1.166,0.456,0.316,0.572,0.300,0.112,0.076
25.550,40.650,0.829,0.431,0.156,0.103,2.084,1.050,0.367,0.236,0.540,0.269,0.098,0.066
25.550,40.750,0.773,0.392,0.131,0.082,1.926,0.945,0.306,0.189,0.497,0.244,0.087,0.059
25.550,40.850,0.720,0.354,0.112,0.070,1.791,0.854,0.262,0.160,0.466,0.225,0.080,0.054
25.550,40.950,0.638,0.308,0.098,0.062,1.590,0.742,0.225,0.142,0.412,0.202,0.074,0.051
25.550,41.050,0.561,0.264,0.085,0.056,1.382,0.631,0.198,0.127,0.365,0.180,0.068,0.047
25.550,41.150,0.505,0.229,0.077,0.052,1.235,0.546,0.175,0.117,0.337,0.165,0.063,0.045
25.550,41.250,0.434,0.201,0.070,0.049,1.061,0.476,0.161,0.112,0.297,0.152,0.060,0.043
25.550,41.350,0.418,0.192,0.067,0.048,1.016,0.452,0.154,0.109,0.280,0.144,0.058,0.042
25.550,41.450,0.420,0.191,0.066,0.047,1.022,0.450,0.152,0.107,0.273,0.139,0.056,0.041
25.550,41.550,0.422,0.192,0.065,0.046,1.030,0.452,0.150,0.106,0.270,0.136,0.055,0.040
25.550,41.650,0.431,0.196,0.065,0.046,1.053,0.462,0.150,0.106,0.271,0.134,0.053,0.039
25.550,41.750,0.446,0.204,0.066,0.046,1.096,0.480,0.152,0.105,0.278,0.134,0.052,0.038
25.550,41.850,0.475,0.212,0.067,0.046,1.162,0.499,0.153,0.105,0.292,0.135,0.050,0.036
25.550,41.950,0.473,0.213,0.067,0.045,1.161,0.503,0.154,0.105,0.287,0.132,0.049,0.035
25.550,42.050,0.458,0.210,0.066,0.045,1.125,0.495,0.153,0.104,0.277,0.128,0.047,0.033
25.550,42.150,0.450,0.205,0.065,0.044,1.104,0.483,0.149,0.101,0.269,0.124,0.045,0.032
25.550,42.250,0.430,0.194,0.061,0.041,1.052,0.459,0.141,0.095,0.254,0.116,0.040,0.028
25.550,42.350,0.392,0.177,0.057,0.039,0.959,0.421,0.130,0.088,0.237,0.110,0.038,0.027
25.650,37.550,0.489,0.244,0.092,0.067,1.141,0.552,0.203,0.149,0.305,0.154,0.061,0.045
25.650,37.650,0.467,0.235,0.089,0.065,1.098,0.534,0.198,0.146,0.299,0.153,0.061,0.045
25.650,37.750,0.455,0.230,0.088,0.065,1.077,0.526,0.198,0.146,0.297,0.153,0.062,0.046
25.650,37.850,0.484,0.239,0.090,0.067,1.155,0.554,0.206,0.151,0.312,0.157,0.063,0.047
25.650,37.950,0.534,0.262,0.099,0.073,1.282,0.612,0.224,0.163,0.340,0.166,0.066,0.049
25.650,38.050,0.599,0.303,0.113,0.081,1.452,0.712,0.258,0.186,0.367,0.178,0.070,0.053
25.650,38.150,0.662,0.340,0.126,0.090,1.608,0.803,0.293,0.210,0.393,0.190,0.075,0.056
25.650,38.250,0.692,0.359,0.136,0.098,1.684,0.849,0.314,0.226,0.411,0.199,0.078,0.058
25.650,38.350,0.717,0.376,0.145,0.105,1.750,0.891,0.333,0.240,0.427,0.208,0.081,0.060
25.650,38.450,0.770,0.401,0.151,0.109,1.873,0.946,0.349,0.251,0.459,0.221,0.084,0.062
25.650,38.550,0.727,0.390,0.153,0.110,1.783,0.928,0.355,0.256,0.436,0.219,0.085,0.063
25.650,38.650,0.736,0.396,0.153,0.111,1.816,0.944,0.359,0.260,0.443,0.223,0.086,0.063
25.650,38.750,0.822,0.418,0.155,0.112,2.010,0.998,0.363,0.263,0.505,0.236,0.087,0.064
25.650,38.850,0.693,0.377,0.153,0.112,1.725,0.908,0.358,0.263,0.426,0.217,0.086,0.064
25.650,38.950,0.656,0.358,0.151,0.111,1.635,0.866,0.352,0.260,0.407,0.210,0.086,0.064
25.650,39.050,0.659,0.359,0.151,0.111,1.639,0.869,0.352,0.260,0.409,0.212,0.087,0.065
25.650,39.150,0.746,0.404,0.157,0.113,1.852,0.969,0.368,0.266,0.453,0.231,0.091,0.067
25.650,39.250,0.895,0.462,0.161,0.113,2.229,1.110,0.377,0.266,0.556,0.265,0.094,0.068
25.650,39.350,0.786,0.423,0.157,0.112,1.961,1.020,0.367,0.260,0.495,0.248,0.093,0.068
25.650,39.450,0.671,0.364,0.147,0.106,1.662,0.875,0.338,0.244,0.418,0.220,0.090,0.066
25.650,39.550,0.668,0.342,0.131,0.096,1.647,0.820,0.307,0.222,0.423,0.215,0.087,0.064
25.650,39.650,0.561,0.295,0.119,0.088,1.385,0.707,0.282,0.208,0.367,0.199,0.084,0.063
25.650,39.750,0.537,0.286,0.118,0.088,1.315,0.680,0.279,0.206,0.352,0.195,0.085,0.063
25.650,39.850,0.576,0.302,0.125,0.092,1.401,0.718,0.292,0.214,0.374,0.205,0.088,0.065
25.650,39.950,0.595,0.321,0.138,0.103,1.454,0.770,0.318,0.232,0.401,0.220,0.094,0.069
25.650,40.050,0.639,0.366,0.161,0.117,1.584,0.880,0.377,0.277,0.449,0.249,0.105,0.076
25.650,40.150,0.836,0.489,0.213,0.153,2.094,1.186,0.491,0.351,0.577,0.317,0.123,0.085
25.650,40.250,1.106,0.652,0.282,0.185,2.799,1.590,0.644,0.426,0.781,0.424,0.152,0.095
25.650,40.350,1.176,0.698,0.313,0.195,2.986,1.704,0.725,0.446,0.844,0.457,0.168,0.097
25.650,40.450,0.940,0.571,0.243,0.169,2.413,1.400,0.574,0.400,0.679,0.376,0.136,0.088
25.650,40.550,0.865,0.484,0.204,0.141,2.182,1.183,0.467,0.323,0.579,0.306,0.115,0.078
25.650,40.650,0.835,0.436,0.159,0.105,2.098,1.064,0.375,0.241,0.546,0.274,0.100,0.067
25.650,40.750,0.782,0.398,0.133,0.083,1.949,0.960,0.311,0.193,0.504,0.248,0.089,0.060
25.650,40.850,0.742,0.364,0.114,0.072,1.844,0.878,0.268,0.162,0.481,0.230,0.081,0.055
25.650,40.950,0.655,0.316,0.100,0.062,1.633,0.764,0.229,0.144,0.421,0.206,0.075,0.051
25.650,41.050,0.568,0.268,0.086,0.057,1.402,0.640,0.202,0.129,0.370,0.183,0.069,0.048
25.650,41.150,0.496,0.229,0.077,0.053,1.217,0.547,0.176,0.118,0.332,0.166,0.064,0.045
25.650,41.250,0.433,0.202,0.071,0.050,1.059,0.476,0.162,0.112,0.297,0.152,0.060,0.043
25.650,41.350,0.418,0.192,0.068,0.048,1.017,0.452,0.155,0.109,0.281,0.145,0.058,0.042
25.650,41.450,0.419,0.190,0.066,0.047,1.019,0.449,0.151,0.107,0.273,0.139,0.056,0.041
25.650,41.550,0.420,0.190,0.065,0.046,1.023,0.449,0.149,0.106,0.269,0.136,0.055,0.040
25.650,41.650,0.428,0.195,0.065,0.046,1.047,0.460,0.149,0.105,0.270,0.134,0.053,0.039
25.650,41.750,0.451,0.204,0.065,0.045,1.109,0.480,0.150,0.104,0.281,0.135,0.052,0.038
25.650,41.850,0.481,0.210,0.065,0.045,1.175,0.495,0.150,0.104,0.294,0.134,0.050,0.036
25.650,41.950,0.463,0.209,0.065,0.045,1.138,0.493,0.150,0.103,0.281,0.131,0.048,0.035
25.650,42.050,0.448,0.205,0.064,0.044,1.100,0.482,0.149,0.102,0.271,0.127,0.047,0.033
25.650,42.150,0.441,0.200,0.063,0.043,1.079,0.470,0.145,0.098,0.263,0.122,0.045,0.032
25.650,42.250,0.420,0.189,0.059,0.040,1.025,0.446,0.137,0.092,0.248,0.114,0.040,0.028
25.650,42.350,0.383,0.173,0.056,0.038,0.936,0.410,0.127,0.086,0.233,0.108,0.038,0.026
25.650,42.450,0.375,0.166,0.052,0.035,0.909,0.392,0.119,0.080,0.229,0.105,0.036,0.025
25.750,37.550,0.551,0.266,0.095,0.069,1.291,0.602,0.210,0.153,0.340,0.165,0.063,0.047
25.750,37.650,0.526,0.259,0.093,0.067,1.246,0.592,0.207,0.151,0.330,0.164,0.063,0.047
25.750,37.750,0.492,0.247,0.091,0.067,1.173,0.570,0.206,0.150,0.315,0.161,0.064,0.047
25.750,37.850,0.543,0.254,0.093,0.068,1.280,0.587,0.211,0.154,0.339,0.165,0.065,0.048
25.750,37.950,0.560,0.269,0.100,0.074,1.339,0.628,0.228,0.166,0.358,0.172,0.067,0.051
25.750,38.050,0.607,0.308,0.115,0.083,1.475,0.724,0.264,0.190,0.375,0.182,0.072,0.054
25.750,38.150,0.672,0.346,0.129,0.093,1.632,0.818,0.299,0.215,0.403,0.194,0.076,0.056
25.750,38.250,0.705,0.366,0.140,0.102,1.711,0.865,0.322,0.232,0.421,0.204,0.079,0.059
25.750,38.350,0.731,0.383,0.148,0.107,1.778,0.906,0.341,0.246,0.436,0.212,0.082,0.061
25.750,38.450,0.782,0.408,0.155,0.111,1.902,0.965,0.360,0.260,0.466,0.225,0.085,0.063
25.750,38.550,0.780,0.414,0.159,0.114,1.904,0.986,0.373,0.269,0.473,0.232,0.088,0.065
25.750,38.650,0.773,0.414,0.160,0.114,1.897,0.990,0.376,0.270,0.468,0.233,0.089,0.065
25.750,38.750,0.791,0.418,0.159,0.114,1.946,1.003,0.374,0.270,0.477,0.236,0.089,0.065
25.750,38.850,0.756,0.401,0.157,0.114,1.863,0.961,0.369,0.270,0.463,0.229,0.088,0.065
25.750,38.950,0.688,0.375,0.156,0.114,1.710,0.906,0.366,0.270,0.426,0.218,0.088,0.066
25.750,39.050,0.714,0.387,0.158,0.116,1.759,0.928,0.373,0.275,0.433,0.221,0.090,0.067
25.750,39.150,0.752,0.411,0.163,0.117,1.868,0.991,0.386,0.280,0.458,0.235,0.093,0.069
25.750,39.250,0.964,0.506,0.172,0.120,2.416,1.212,0.405,0.285,0.582,0.283,0.098,0.071
25.750,39.350,0.908,0.484,0.169,0.118,2.283,1.166,0.399,0.279,0.586,0.282,0.098,0.070
25.750,39.450,0.690,0.383,0.155,0.111,1.727,0.924,0.360,0.259,0.434,0.229,0.093,0.068
25.750,39.550,0.766,0.387,0.143,0.104,1.879,0.920,0.330,0.237,0.492,0.234,0.090,0.066
25.750,39.650,0.620,0.325,0.127,0.093,1.548,0.783,0.298,0.217,0.392,0.208,0.087,0.064
25.750,39.750,0.587,0.305,0.122,0.090,1.432,0.728,0.288,0.210,0.367,0.200,0.086,0.064
25.750,39.850,0.606,0.314,0.127,0.093,1.480,0.748,0.296,0.216,0.383,0.207,0.088,0.065
25.750,39.950,0.611,0.324,0.137,0.101,1.495,0.777,0.315,0.230,0.402,0.218,0.093,0.068
25.750,40.050,0.638,0.358,0.157,0.114,1.571,0.859,0.364,0.268,0.439,0.242,0.103,0.075
25.750,40.150,0.778,0.453,0.203,0.148,1.929,1.102,0.463,0.335,0.538,0.297,0.118,0.083
25.750,40.250,1.051,0.628,0.259,0.177,2.675,1.548,0.602,0.413,0.739,0.409,0.144,0.092
25.750,40.350,1.254,0.743,0.320,0.197,3.181,1.820,0.740,0.448,0.914,0.492,0.172,0.098
25.750,40.450,1.029,0.620,0.257,0.175,2.641,1.539,0.601,0.409,0.743,0.410,0.143,0.090
25.750,40.550,0.870,0.493,0.207,0.144,2.197,1.206,0.478,0.328,0.590,0.315,0.117,0.079
25.750,40.650,0.834,0.438,0.161,0.106,2.096,1.069,0.381,0.244,0.550,0.278,0.102,0.068
25.750,40.750,0.783,0.400,0.135,0.084,1.952,0.964,0.314,0.196,0.506,0.251,0.090,0.060
25.750,40.850,0.759,0.370,0.115,0.072,1.882,0.891,0.271,0.164,0.494,0.234,0.082,0.055
25.750,40.950,0.657,0.319,0.101,0.063,1.640,0.770,0.232,0.146,0.423,0.207,0.076,0.052
25.750,41.050,0.566,0.268,0.087,0.057,1.395,0.640,0.203,0.130,0.369,0.183,0.070,0.048
25.750,41.150,0.487,0.228,0.078,0.053,1.196,0.544,0.178,0.119,0.327,0.165,0.064,0.045
25.750,41.250,0.432,0.202,0.071,0.050,1.056,0.476,0.162,0.113,0.296,0.153,0.061,0.043
25.750,41.350,0.420,0.192,0.068,0.048,1.020,0.453,0.155,0.110,0.282,0.145,0.058,0.042
25.750,41.450,0.418,0.190,0.066,0.047,1.017,0.448,0.151,0.107,0.273,0.140,0.056,0.041
25.750,41.550,0.417,0.190,0.065,0.046,1.016,0.447,0.149,0.105,0.268,0.136,0.055,0.040
25.750,41.650,0.426,0.194,0.064,0.045,1.043,0.457,0.148,0.104,0.270,0.134,0.053,0.039
25.750,41.750,0.464,0.204,0.064,0.045,1.135,0.480,0.148,0.103,0.288,0.135,0.052,0.038
25.750,41.850,0.477,0.208,0.064,0.044,1.168,0.489,0.148,0.102,0.290,0.133,0.050,0.036
25.750,41.950,0.448,0.204,0.064,0.044,1.101,0.479,0.147,0.101,0.273,0.129,0.048,0.035
25.750,42.050,0.438,0.199,0.063,0.043,1.072,0.468,0.145,0.099,0.265,0.125,0.046,0.033
25.750,42.150,0.431,0.194,0.061,0.042,1.053,0.457,0.141,0.095,0.258,0.121,0.044,0.032
25.750,42.250,0.411,0.184,0.058,0.039,1.000,0.435,0.133,0.089,0.243,0.112,0.039,0.028
25.750,42.350,0.375,0.169,0.054,0.037,0.916,0.401,0.124,0.084,0.229,0.107,0.037,0.026
25.750,42.450,0.368,0.163,0.051,0.035,0.893,0.384,0.117,0.079,0.226,0.104,0.036,0.025
25.750,42.550,0.369,0.161,0.049,0.033,0.895,0.378,0.111,0.075,0.228,0.102,0.034,0.024
25.850,37.450,0.530,0.266,0.099,0.073,1.231,0.598,0.217,0.158,0.320,0.162,0.064,0.047
25.850,37.550,0.605,0.290,0.099,0.072,1.441,0.656,0.218,0.157,0.374,0.175,0.065,0.048
25.850,37.650,0.637,0.298,0.097,0.070,1.532,0.681,0.217,0.155,0.394,0.181,0.066,0.048
25.850,37.750,0.572,0.277,0.096,0.069,1.363,0.636,0.215,0.155,0.353,0.173,0.066,0.049
25.850,37.850,0.561,0.265,0.096,0.071,1.331,0.614,0.218,0.158,0.357,0.172,0.067,0.050
25.850,37.950,0.534,0.268,0.103,0.075,1.288,0.630,0.233,0.169,0.346,0.173,0.069,0.052
25.850,38.050,0.614,0.312,0.116,0.084,1.498,0.737,0.269,0.195,0.385,0.187,0.074,0.055
25.850,38.150,0.685,0.355,0.133,0.095,1.667,0.839,0.307,0.220,0.415,0.202,0.078,0.058
25.850,38.250,0.715,0.374,0.144,0.104,1.739,0.885,0.330,0.238,0.429,0.210,0.081,0.060
25.850,38.350,0.737,0.388,0.151,0.109,1.792,0.917,0.348,0.252,0.440,0.216,0.084,0.062
25.850,38.450,0.763,0.404,0.157,0.114,1.861,0.959,0.367,0.266,0.458,0.225,0.087,0.064
25.850,38.550,0.795,0.425,0.164,0.118,1.958,1.019,0.388,0.280,0.487,0.240,0.091,0.067
25.850,38.650,0.862,0.454,0.168,0.119,2.142,1.093,0.398,0.284,0.538,0.256,0.093,0.068
25.850,38.750,0.781,0.422,0.164,0.117,1.927,1.015,0.387,0.279,0.471,0.238,0.091,0.067
25.850,38.850,0.780,0.410,0.160,0.115,1.906,0.982,0.377,0.275,0.475,0.233,0.090,0.067
25.850,38.950,0.722,0.393,0.159,0.116,1.788,0.943,0.377,0.277,0.446,0.225,0.090,0.067
25.850,39.050,0.744,0.403,0.163,0.119,1.828,0.965,0.387,0.285,0.451,0.229,0.092,0.069
25.850,39.150,0.752,0.413,0.167,0.121,1.865,0.997,0.398,0.289,0.462,0.237,0.095,0.070
25.850,39.250,0.936,0.502,0.178,0.125,2.365,1.212,0.418,0.294,0.565,0.281,0.101,0.073
25.850,39.350,1.029,0.538,0.178,0.123,2.561,1.280,0.417,0.291,0.680,0.312,0.102,0.073
25.850,39.450,0.728,0.408,0.163,0.117,1.831,0.987,0.384,0.276,0.460,0.243,0.097,0.071
25.850,39.550,0.821,0.418,0.153,0.109,2.023,0.997,0.354,0.253,0.538,0.250,0.094,0.069
25.850,39.650,0.673,0.351,0.135,0.099,1.675,0.844,0.314,0.227,0.419,0.218,0.089,0.066
25.850,39.750,0.612,0.319,0.126,0.092,1.502,0.763,0.296,0.215,0.380,0.204,0.087,0.064
25.850,39.850,0.615,0.318,0.127,0.093,1.505,0.760,0.297,0.216,0.386,0.207,0.088,0.065
25.850,39.950,0.614,0.323,0.134,0.099,1.503,0.773,0.311,0.226,0.400,0.216,0.092,0.068
25.850,40.050,0.628,0.347,0.152,0.111,1.543,0.833,0.350,0.257,0.427,0.234,0.100,0.073
25.850,40.150,0.729,0.424,0.189,0.139,1.801,1.020,0.436,0.318,0.503,0.278,0.113,0.080
25.850,40.250,0.910,0.557,0.238,0.168,2.323,1.350,0.562,0.395,0.650,0.361,0.134,0.090
25.850,40.350,1.208,0.715,0.310,0.194,3.063,1.746,0.714,0.442,0.859,0.466,0.166,0.097
25.850,40.450,1.141,0.681,0.271,0.179,2.930,1.677,0.626,0.415,0.813,0.444,0.148,0.091
25.850,40.550,0.873,0.501,0.210,0.146,2.209,1.225,0.485,0.331,0.601,0.322,0.119,0.079
25.850,40.650,0.822,0.434,0.161,0.107,2.059,1.058,0.381,0.245,0.547,0.279,0.103,0.068
25.850,40.750,0.773,0.395,0.135,0.085,1.924,0.952,0.314,0.197,0.501,0.250,0.091,0.061
25.850,40.850,0.754,0.368,0.116,0.073,1.869,0.885,0.271,0.165,0.491,0.235,0.083,0.056
25.850,40.950,0.657,0.318,0.101,0.064,1.640,0.768,0.232,0.146,0.423,0.208,0.076,0.052
25.850,41.050,0.557,0.265,0.087,0.057,1.372,0.634,0.204,0.130,0.365,0.183,0.070,0.048
25.850,41.150,0.479,0.226,0.078,0.053,1.177,0.538,0.178,0.119,0.323,0.165,0.065,0.046
25.850,41.250,0.430,0.201,0.071,0.050,1.049,0.474,0.162,0.113,0.295,0.153,0.061,0.043
25.850,41.350,0.421,0.193,0.068,0.048,1.022,0.453,0.155,0.110,0.282,0.146,0.059,0.042
25.850,41.450,0.415,0.189,0.066,0.047,1.010,0.446,0.151,0.107,0.272,0.140,0.057,0.041
25.850,41.550,0.414,0.189,0.064,0.046,1.009,0.445,0.148,0.105,0.268,0.136,0.055,0.040
25.850,41.650,0.424,0.193,0.064,0.045,1.036,0.454,0.147,0.103,0.269,0.134,0.053,0.039
25.850,41.750,0.466,0.202,0.063,0.044,1.138,0.475,0.146,0.102,0.290,0.135,0.052,0.038
25.850,41.850,0.465,0.204,0.063,0.044,1.141,0.479,0.145,0.100,0.284,0.132,0.050,0.036
25.850,41.950,0.434,0.197,0.062,0.043,1.064,0.464,0.144,0.099,0.266,0.127,0.048,0.035
25.850,42.050,0.428,0.193,0.061,0.042,1.045,0.455,0.141,0.096,0.260,0.123,0.046,0.033
25.850,42.150,0.422,0.189,0.060,0.041,1.028,0.445,0.137,0.093,0.253,0.119,0.044,0.031
25.850,42.250,0.403,0.180,0.057,0.039,0.980,0.424,0.130,0.088,0.240,0.112,0.041,0.029
25.850,42.350,0.367,0.165,0.053,0.036,0.898,0.392,0.121,0.082,0.226,0.105,0.037,0.026
25.850,42.450,0.363,0.160,0.051,0.034,0.880,0.377,0.115,0.078,0.224,0.103,0.035,0.025
25.850,42.550,0.364,0.159,0.048,0.032,0.882,0.373,0.110,0.075,0.225,0.101,0.034,0.023
25.950,37.350,0.478,0.245,0.099,0.074,1.086,0.545,0.215,0.160,0.294,0.155,0.064,0.048
25.950,37.450,0.531,0.268,0.101,0.074,1.233,0.604,0.221,0.161,0.319,0.164,0.065,0.049
25.950,37.550,0.602,0.295,0.102,0.074,1.441,0.671,0.224,0.161,0.371,0.178,0.067,0.049
25.950,37.650,0.709,0.329,0.102,0.073,1.705,0.756,0.225,0.160,0.433,0.196,0.068,0.050
25.950,37.750,0.653,0.309,0.100,0.072,1.576,0.713,0.224,0.160,0.404,0.189,0.069,0.051
25.950,37.850,0.535,0.272,0.100,0.073,1.288,0.632,0.226,0.163,0.343,0.174,0.069,0.052
25.950,37.950,0.525,0.270,0.105,0.077,1.274,0.635,0.238,0.172,0.345,0.175,0.071,0.053
25.950,38.050,0.608,0.310,0.116,0.084,1.500,0.737,0.269,0.195,0.398,0.193,0.075,0.056
25.950,38.150,0.705,0.364,0.134,0.097,1.734,0.864,0.311,0.222,0.440,0.212,0.080,0.059
25.950,38.250,0.740,0.388,0.147,0.106,1.802,0.916,0.339,0.243,0.448,0.218,0.083,0.061
25.950,38.350,0.747,0.395,0.153,0.111,1.817,0.933,0.355,0.258,0.446,0.219,0.085,0.063
25.950,38.450,0.753,0.402,0.159,0.115,1.839,0.955,0.372,0.272,0.454,0.225,0.088,0.065
25.950,38.550,0.798,0.429,0.168,0.120,1.971,1.033,0.397,0.286,0.491,0.243,0.092,0.068
25.950,38.650,0.925,0.487,0.176,0.124,2.298,1.166,0.413,0.293,0.590,0.277,0.096,0.070
25.950,38.750,0.807,0.438,0.170,0.121,2.003,1.058,0.403,0.288,0.488,0.245,0.094,0.069
25.950,38.850,0.748,0.406,0.162,0.117,1.838,0.972,0.383,0.279,0.453,0.231,0.092,0.068
25.950,38.950,0.773,0.414,0.164,0.118,1.897,0.991,0.388,0.284,0.473,0.235,0.093,0.069
25.950,39.050,0.770,0.414,0.166,0.120,1.892,0.993,0.394,0.288,0.471,0.236,0.094,0.070
25.950,39.150,0.749,0.413,0.169,0.123,1.856,0.995,0.402,0.293,0.465,0.239,0.096,0.072
25.950,39.250,0.851,0.466,0.179,0.127,2.161,1.139,0.421,0.299,0.522,0.267,0.101,0.074
25.950,39.350,1.007,0.529,0.183,0.127,2.513,1.268,0.428,0.300,0.638,0.306,0.104,0.074
25.950,39.450,0.798,0.443,0.173,0.123,2.020,1.089,0.409,0.290,0.513,0.266,0.102,0.073
25.950,39.550,0.828,0.429,0.158,0.113,2.052,1.030,0.370,0.264,0.533,0.257,0.097,0.071
25.950,39.650,0.665,0.352,0.139,0.101,1.660,0.849,0.322,0.232,0.420,0.219,0.090,0.067
25.950,39.750,0.621,0.323,0.128,0.093,1.524,0.775,0.299,0.217,0.386,0.206,0.087,0.065
25.950,39.850,0.617,0.319,0.127,0.092,1.511,0.761,0.297,0.215,0.387,0.207,0.088,0.065
25.950,39.950,0.612,0.320,0.131,0.097,1.497,0.764,0.306,0.222,0.397,0.213,0.091,0.067
25.950,40.050,0.617,0.336,0.147,0.107,1.516,0.807,0.335,0.245,0.417,0.228,0.097,0.072
25.950,40.150,0.685,0.394,0.173,0.127,1.687,0.941,0.407,0.297,0.475,0.261,0.109,0.078
25.950,40.250,0.828,0.498,0.220,0.158,2.097,1.213,0.511,0.365,0.593,0.327,0.126,0.086
25.950,40.350,1.083,0.642,0.291,0.186,2.752,1.557,0.664,0.427,0.762,0.414,0.156,0.095
25.950,40.450,1.085,0.638,0.280,0.179,2.757,1.550,0.641,0.414,0.763,0.411,0.151,0.091
25.950,40.550,0.865,0.502,0.209,0.144,2.189,1.225,0.482,0.328,0.608,0.328,0.120,0.080
25.950,40.650,0.787,0.418,0.159,0.106,1.958,1.015,0.374,0.244,0.534,0.276,0.104,0.069
25.950,40.750,0.747,0.382,0.133,0.085,1.859,0.922,0.311,0.198,0.490,0.247,0.091,0.061
25.950,40.850,0.737,0.359,0.115,0.073,1.827,0.865,0.269,0.166,0.481,0.232,0.083,0.056
25.950,40.950,0.645,0.312,0.101,0.064,1.608,0.751,0.231,0.147,0.418,0.207,0.077,0.053
25.950,41.050,0.543,0.260,0.087,0.057,1.338,0.622,0.203,0.131,0.359,0.182,0.071,0.049
25.950,41.150,0.471,0.222,0.078,0.053,1.156,0.529,0.177,0.119,0.319,0.165,0.065,0.046
25.950,41.250,0.425,0.198,0.071,0.050,1.037,0.468,0.162,0.113,0.294,0.153,0.061,0.044
25.950,41.350,0.415,0.189,0.067,0.048,1.005,0.446,0.154,0.109,0.281,0.146,0.059,0.042
25.950,41.450,0.412,0.187,0.065,0.047,1.000,0.441,0.150,0.107,0.272,0.140,0.057,0.041
25.950,41.550,0.414,0.188,0.064,0.046,1.008,0.443,0.147,0.105,0.268,0.137,0.055,0.040
